VALUE,EVT_Fuel,EVT_Name,EVT_LF,SystemGroupID,SystmGrpPhys,SystmGrpName,SAF_SRM,NVCSOrder,NVCSClass,NVCSSubclass,r,g,b,Red,Green,Blue
3326,2326,South-Central Interior/Upper Coastal Plain Flatwoods,Tree,673,Hardwood,Hardwood Flatwoods,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3327,2327,East Gulf Coastal Plain Northern Loess Bluff Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3328,2328,Southern Coastal Plain Limestone Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,100,204,206,0.392157,0.800000,0.807843
3329,2329,East Gulf Coastal Plain Southern Loess Bluff Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,100,204,206,0.392157,0.800000,0.807843
3330,2330,Southern Coastal Plain Dry Upland Hardwood Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3331,2331,Eastern Great Plains Tallgrass Aspen Parkland,Tree,602,Hardwood,"Aspen Forest, Woodland, and Parkland",SRM 16: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,192,255,138,0.752941,1.000000,0.541176
3332,2473,Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1.000000,0.450980
3333,2333,South Florida Hardwood Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
3334,2334,Ozark-Ouachita Mesic Hardwood Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3335,2335,Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 72: Southern Scrub Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3336,2336,Southwest Florida Coastal Strand and Maritime Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
3337,2337,Southeast Florida Coastal Strand and Maritime Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
3338,2338,Central and South Texas Coastal Fringe Forest and Woodland,Tree,656,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.568627,1.000000,0.450980
3339,2339,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tree,656,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3340,2340,Appalachian Shale Barrens,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Deciduous open tree canopy,82,52,34,0.321569,0.203922,0.133333
3342,2342,Piedmont Hardpan Woodland and Forest,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3343,2343,Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3344,2344,Boreal Jack Pine-Black Spruce Forest,Tree,676,Conifer,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3346,2346,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.800000
3347,2347,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.800000
3348,2348,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.800000
3349,2349,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.800000
3350,2350,Central and Southern Appalachian Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 30: Red Spruce-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,159,255,128,0.623529,1.000000,0.501961
3351,2351,Southeastern Interior Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.800000
3352,2352,Southern Appalachian Montane Pine Forest and Woodland,Tree,686,Conifer,Pitch Pine Woodlands,SAF 51: White Pine-Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,13,69,133,0.050980,0.270588,0.521569
3353,2353,Southern Appalachian Low-Elevation Pine Forest,Tree,695,Conifer,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216,0.239216,0.501961
3354,2354,Northeastern Interior Pine Barrens,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.800000
3355,2355,Northern Atlantic Coastal Plain Pitch Pine Barrens,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.800000
3356,2356,Florida Longleaf Pine Sandhill,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.800000
3357,2357,Southern Coastal Plain Mesic Slope Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3358,2358,East-Central Texas Plains Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,85,187,194,0.333333,0.733333,0.760784
3359,2473,Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1.000000,0.450980
3361,2361,Central Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,107,209,206,0.419608,0.819608,0.807843
3362,2362,Laurentian-Acadian Northern Pine Forest,Tree,665,Conifer,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3363,2363,Central Interior Highlands Dry Acidic Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,153,0,1.000000,0.600000,0.000000
3364,2364,Ozark-Ouachita Dry Oak Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3365,2365,Boreal White Spruce-Fir Forest,Tree,693,Conifer,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3366,2366,Laurentian-Acadian Pine-Hemlock Forest,Tree,685,Conifer,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0.000000,0.360784,0.000000
3367,2367,Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3368,2368,Southern Piedmont Dry Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1.000000,0.501961
3369,2369,Central Appalachian Dry Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.050980,0.270588,0.521569
3370,2370,Appalachian Hemlock Forest,Tree,685,Conifer,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0,38,115,0.000000,0.149020,0.450980
3371,2371,West Gulf Coastal Plain Pine Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3372,2372,East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3373,2373,Acadian Low-Elevation Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
3374,2374,Acadian-Appalachian Montane Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
3375,2375,Eastern Serpentine Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,38,115,0.000000,0.149020,0.450980
3376,2376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
3377,2377,Central Appalachian Rocky Pine Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.050980,0.270588,0.521569
3378,2378,West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
3379,2379,Northern Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 81: Loblolly Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3380,2380,East Gulf Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107,209,206,0.419608,0.819608,0.807843
3381,2381,Lower Mississippi River Dune Woodland and Forest,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3382,2382,Southern Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107,209,206,0.419608,0.819608,0.807843
3383,2383,Edwards Plateau Limestone Savanna and Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SRM 733: Juniper-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,34,109,153,0.133333,0.427451,0.600000
3384,2384,Mississippi Delta Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1.000000,0.450980
3385,2385,Western Great Plains Wooded Draw and Ravine,Tree,635,Riparian,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,128,97,69,0.501961,0.380392,0.270588
3386,2386,Acadian-Appalachian Alpine Tundra,Shrub,651,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,82,52,34,0.321569,0.203922,0.133333
3387,2387,Florida Peninsula Inland Scrub,Shrub,691,Shrubland,Southern Scrub Oak,SAF 72: Southern Scrub Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1.000000,0.450980
3389,2389,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tree,651,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
3390,2390,Tamaulipan Mixed Deciduous Thornscrub,Shrub,613,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
3391,2391,Tamaulipan Mesquite Upland Tree,Tree,624,Shrubland,Mesquite Woodland and Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
3392,2392,Tamaulipan Calcareous Thornscrub,Shrub,613,Shrubland,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
3393,2393,Edwards Plateau Limestone Shrubland,Shrub,696,Conifer-Hardwood,Juniper-Oak,SRM 733: Juniper-Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,34,109,153,0.133333,0.427451,0.600000
3394,2394,North-Central Interior Oak Savanna,Tree,659,Hardwood,Bur Oak Woodland and Savanna,SAF 42: Bur Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,6,53,122,0.023529,0.207843,0.478431
3395,2395,North-Central Oak Barrens,Tree,663,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,44,127,163,0.172549,0.498039,0.639216
3396,2490,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000,0.600000,0.000000
3397,2397,Nashville Basin Limestone Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
3398,2398,Cumberland Sandstone Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
3399,2522,Northern Atlantic Coastal Plain Heathland,Herb,674,Shrubland,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,240,165,46,0.941176,0.647059,0.180392
3400,2400,Central Appalachian Alkaline Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
3401,2401,Central Interior Highlands Calcareous Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,255,153,0,1.000000,0.600000,0.000000
3402,2526,Laurentian-Acadian Swamp Systems,Shrub,694,Riparian,Atlantic Swamp Forests,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous open tree canopy,186,54,14,0.729412,0.211765,0.054902
3403,2403,West Gulf Coastal Plain Catahoula Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,116,214,204,0.454902,0.839216,0.800000
3405,2405,West Gulf Coastal Plain Nepheline Syenite Glade,Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,255,153,0,1.000000,0.600000,0.000000
3406,2406,Southern Piedmont Dry Oak Forest,Tree,664,Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1.000000,0.501961
3407,2407,Laurentian Pine Barrens,Tree,676,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3408,2408,Alabama Ketona Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
3409,2409,Great Lakes Alvar Shrubland,Shrub,671,Shrubland,Great Lakes Alvar,SAF 37: Northern White-Cedar,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,216,216,191,0.847059,0.847059,0.749020
3410,2410,Llano Uplift Acidic Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 733: Juniper-Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,34,109,153,0.133333,0.427451,0.600000
3411,2411,Great Lakes Wet-Mesic Lakeplain Prairie,Herb,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,92,38,1.000000,0.360784,0.149020
